exemption_,company_na,address,approval_d,amount,join_permi,join_appli,join_lon,join_lat,distance
4357,"William C. New Interests, LLC","6032 Railroad Avenue, Morgan City, LA",2014/04/29,108251.35000000001,2415,"Crosstex Energy Services, LP",-91.155680829999994,29.684197000000001,5147.578196087656579
4359,TDC LLC,"200 Trousdale Rd, Westlake, LA",2014/04/29,60416.51000000000,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,2448.256694296452224
4360,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2014/04/29,581673.16000000003,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
4361,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2014/04/29,461601.91999999998,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
4362,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2014/04/29,630853.18000000005,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
4363,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,406294.91999999998,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4364,BASF Corporation,"8404 River Road, Geismar, LA",2014/06/17,408373.89000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4365,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,785061.12000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4366,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,455594.29999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4367,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,758774.62000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4368,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,410732.33000000002,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4369,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,798451.60999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4370,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,770879.34999999998,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4371,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,593078.45999999996,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4372,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,777717.60999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4373,BASF Corporation,"8404 River Road, Geismar, LA",2014/04/29,799008.76000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4374,CVD Incorporated,"11911 Advanced Materials Dr., New Iberia, LA",2014/04/29,9921.13000000000,1788,"Alta Mesa Services, LP",-91.822536110000001,29.809880560000000,4455.431409284206893
4375,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/04/29,313400.40999999997,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4376,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2014/04/29,20919.60000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4377,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014/04/29,825139.33999999997,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
4378,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014/04/29,716646.84999999998,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
4379,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014/04/29,639156.26000000001,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
4380,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014/04/29,822642.30000000005,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
4381,"Huntsman International, LLC","9156 Highway 75, Geismar, LA",2014/04/29,795075.78000000003,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,489.531297163061140
4382,"Rubicon, LLC","9156 Highway 75, Geismar, LA",2014/04/29,651447.27000000002,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,489.531297163061140
4383,"Huntsman International, LLC","9156 Highway 75, Geismar, LA",2014/04/29,386280.85999999999,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,489.531297163061140
4396,"Sabine Pass LNG, LP","9243 Gulf Beach Hwy, Cameron, LA",2014/06/17,81966.41000000000,865,Chevron Environmental Management Company,-93.883150000000001,29.762975000000001,2894.146764593453099
4397,"Sabine Pass Liquefaction, LLC","9243 Gulf Beach Highway, Cameron, LA",2014/06/17,75871.35000000001,865,Chevron Environmental Management Company,-93.883150000000001,29.762975000000001,2894.146764593453099
4401,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/04/29,526169.41000000003,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4402,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/04/29,400964.62000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4403,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2014/04/29,182744.48000000001,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4404,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/04/29,430521.76000000001,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4405,"Rain CII Carbon, LLC","1920 PakTank Road, Sulphur, LA",2014/06/17,65438.96000000000,904,"Phillips 66 Pipeline, L.L.C.",-93.335437999999996,30.150431000000001,863.895210647483509
4413,Nalco Company,"3628 Hwy 44, Garyville, LA",2014/06/17,771474.69999999995,1554,St John Fleeting,-90.613245000000006,30.037248000000002,4932.719561299211819
4415,"Weatherford U.S., LP","200 Apollo Rd, Scott, LA",2014/06/17,3315.20000000000,456,Lafayette Consolidated Government,-92.112825000000001,30.232402780000001,2340.043820627127843
4419,Certainteed Corporation,"3300 Pete Manena Road, Sulphur, LA",2014/06/17,81653.14999999999,2084,Axial Corporation,-93.302000000000007,30.218000000000000,3079.250404833695484
4428,"Graham Packaging LC, LP","311 Pride Drive, Hammond, LA",2014/06/17,106484.45000000000,619,TANGIPAHOA PARISH CONSOLIDATED GRAVITY DRAINAGE DISTRICT NO. 1,-90.422144439999997,30.511961110000001,903.767594515321662
4435,Compass Minerals Louisiana Inc.,"Cote Blanche Island Hwy 83, Louisa, LA",2014/06/17,159903.98000000001,1433,"Alta Mesa Services, LP",-91.728802779999995,29.753869439999999,4080.120248298948354
4439,Nalco Company,"812 Renaud, Scott, LA",2014/06/17,57869.41000000000,2093,Bayou Backer Erosion Control,-92.040611110000000,30.251666669999999,5079.305547433281390
4440,"Weatherford U.S., LP","200 Apollo Rd, Scott, LA",2014/06/17,72402.17999999999,456,Lafayette Consolidated Government,-92.112825000000001,30.232402780000001,2340.043820627127843
4444,"Gulf Craft, LLC","320 Boro Lane, Franklin, LA",2014/06/17,8160.40000000000,1246,Ray Tyler Dirt Haulers,-91.546090000000007,29.814240000000002,2144.534817868283426
4446,"Cortec, LLC","208 Equity Blvd., Houma, LA",2014/06/17,169065.04999999999,2407,Douglas Patterson,-90.762643609999998,29.602796670000000,2298.254527107769718
4452,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/06/17,377558.21999999997,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4453,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2014/06/17,12925.54000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4454,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/06/17,537605.75000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4455,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/06/17,594702.40000000002,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4456,"Advance Products & Systems, Inc.","207 Easy Street, Scott, LA",2014/06/17,24008.53000000000,363,"Ambenter, LLC",-92.064678000000001,30.226011000000000,2905.870843745233287
4457,"Bradken, Inc.","13040 Foulks Lane, Amite, LA",2014/06/17,75670.45000000000,605,Standard Enterprises,-90.511189999999999,30.749070000000000,1330.064739214229803
4459,"Bayou Wasco Insulation, LLC","5216 Curtis Lane, New Iberia, LA",2014/06/17,2483.78000000000,907,Port of Iberia,-91.851666670000000,29.947777779999999,2974.273450762387256
4461,Phillips 66 Company,"2200 Old Spanish Trail, Westlake, LA",2014/12/09,716386.10999999999,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3624.418269907092508
4462,Phillips 66 Company,"2200 Old Spanish Trail, Westlake, LA",2014/12/09,694163.22999999998,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3624.418269907092508
4463,Phillips 66 Company,"2200 Old Spanish Trail, Westlake, LA",2014/12/09,802489.29000000004,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3624.418269907092508
4464,Phillips 66 Company,"2200 Old Spanish Trail, Westlake, LA",2014/12/09,796879.12000000000,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3624.418269907092508
4465,Calcasieu Refining Company,"4359 West Tank Farm Road, Lake Charles, LA",2016/06/24,1546978.05000000005,992,Calcasieu Refining Company,-93.312970000000007,30.128689999999999,2152.227434864029874
4466,"Lapeyre Stair, Inc.","5117 Toler Avenue, Harahan, LA",2014/06/17,176820.35000000001,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,5131.368034117955176
4467,Columbian Chemicals Company,"370 Columbian Chemicals Lane, Centerville, LA",2014/06/17,145456.16000000000,1759,"NGL Crude Terminals, LLC",-91.462063889999996,29.677288890000000,2963.918127509909937
4468,Phillips 66 Company,"2800 Old Spanish Trail, Westlake, LA",2014/12/09,499566.40999999997,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,2862.847643705493738
4469,Equilon Enterprises LLC dba Shell Oil Products US,"11842 River Road, St. Rose, LA",2014/06/17,720132.55000000005,1763,International Matex Tank Terminal Co,-90.326388890000004,29.936388890000000,1540.356270612183835
4470,"Laitram, LLC","220 Laitram Lane, Harahan, LA",2014/06/17,85928.16000000000,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4791.057729853231649
4471,"Bayou Companies, LLC","5200 Curtis Lane, New Iberia, LA",2014/06/17,31109.84000000000,907,Port of Iberia,-91.851666670000000,29.947777779999999,2792.175517849727839
4473,Equilon Enterprises LLC dba Shell Oil Products US,"11842 River Road, St. Rose, LA",2014/06/17,591182.18000000005,1763,International Matex Tank Terminal Co,-90.326388890000004,29.936388890000000,1540.356270612183835
4474,"Laitram Machine Shop, LLC","220 Laitram Lane, Harahan, LA",2014/06/17,94976.61000000000,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4791.057729853231649
4475,Equilon Enterprises LLC dba Shell Oil Products US,"11842 River Road, St. Rose, LA",2014/06/17,684198.43000000005,1763,International Matex Tank Terminal Co,-90.326388890000004,29.936388890000000,1540.356270612183835
4476,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2014/12/09,358583.53999999998,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
4477,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2014/12/09,421318.69000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
4478,"Laitram Machinery, Inc.","220 Laitram Lane, Harahan, LA",2014/06/17,316358.66999999998,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4791.057729853231649
4479,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2014/12/09,325800.51000000001,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
4481,"Firestone Polymers, LLC","1801 Highway 108 South, Sulphur, LA",2014/06/17,688888.83999999997,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,5138.876711547108243
4482,"Firestone Polymers, LLC","1801 Highway 108 South, Sulphur, LA",2014/06/17,686536.28000000003,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,5138.876711547108243
4484,"Firestone Polymers, LLC","1801 Highway 108 South, Sulphur, LA",2014/06/17,579728.60999999999,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,5138.876711547108243
4490,"Maritime International, Inc.","9521 Vorhoff Street, Abbeville, LA",2014/06/17,48581.21000000000,1165,"Abbeville Harbor & Terminal District, c/o Primeaux, Touchet, & Associates, LLC",-92.119699999999995,29.895199999999999,1659.278069443327240
4493,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2014/06/17,647621.81000000006,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
4494,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2014/06/17,814028.80000000005,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
4495,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2014/06/17,826113.59999999998,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
4504,"Elevating Boats, LLC","40495 West I-55 service Road, Ponchtoula, LA",2014/06/17,55816.29000000000,2060,Hydrik Wetlands Consultants,-90.455432999999999,30.445111000000001,4638.792281721041945
4506,"Elevating Boats, LLC","201 Dean Ct, Houma, LA",2014/06/17,5300.86000000000,1309,Terrebonne Port Commission,-90.711388889999995,29.572777779999999,1923.766136212365382
4507,BP Lubricants USA Inc,"1981 S Westport Drive, Port Allen, LA",2014/06/17,65033.56000000000,2131,Air Liquide,-91.222769439999993,30.440755559999999,1402.500579355644959
4508,"Elevating Boats, LLC","40495 West I-55 service Road, Ponchtoula, LA",2014/06/17,830.89000000000,2060,Hydrik Wetlands Consultants,-90.455432999999999,30.445111000000001,4638.792281721041945
4510,"Shell Chemical, LP","15536 River Road, Norco, LA",2014/06/17,334403.01000000001,658,"Valero Refining - New Orleans, LLC",-90.402986110000001,29.989916669999999,2092.104179266151732
4514,"Performance Energy Services, LLC","250 N. American Court, Houma, LA",2014/06/17,19750.20000000000,1028,Terrebonne Port Commission,-90.695455559999999,29.569402780000001,1602.693341060270768
4515,"Veracity Machine, L.L.C.","181 Technology Lane, Gray, LA",2014/06/17,101848.38000000000,472,"Entergy Louisiana, LLC",-90.789947220000002,29.691116670000000,2945.806302130261884
4516,ExPert Riser Solutions LLC,"274 N J Theriot Road, Golden Meadow, LA",2014/06/17,670883.21999999997,812,Bollinger Fourchon,-90.216655560000007,29.128205560000001,3330.205901217653263
4517,"LEEVAC Shipyards Houma, LLC","3201 Earhart Dr., Houma, LA",2014/06/17,108454.00000000000,2268,"Leevac Shipyards Houma, LLC",-90.677221939999995,29.601943830000000,1390.860303468745769
4521,"Cameron LNG, LLC","301 North Main St., Hackberry, LA",2014/06/17,247393.42999999999,8,Entergy,-93.345582899999997,30.004705600000001,2910.202214561456458
4522,Hexion Inc.,"4338 Hwy 73, Geismar, LA",2014/10/28,12588.76000000000,91,Rubicon,-91.015103999999994,30.200818000000002,3151.538073372600593
4523,Hexion Inc.,"4338 Hwy 73, Geismar, LA",2014/06/17,349657.96999999997,91,Rubicon,-91.015103999999994,30.200818000000002,3151.538073372600593
4524,Hexion Inc.,"9288 Highway 75, Geismar, LA",2014/06/17,112750.17000000000,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,882.193066624113612
4536,Cleco Power LLC,"237 Newman St, Baldwin, LA",2014/08/26,325758.00000000000,1339,St Mary Levee District,-91.536111109999993,29.826388890000000,2418.212886927851287
4537,Cleco Power LLC,"237 Newman St, Baldwin, LA",2014/08/26,700500.00000000000,1339,St Mary Levee District,-91.536111109999993,29.826388890000000,2418.212886927851287
4538,CITGO Petroleum Corporation,"4401 Hwy 108, Lake Charles, LA",2014/08/26,638392.93000000005,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4366.800361373720989
4539,CITGO Petroleum Corporation,"4401 Hwy 108, Lake Charles, LA",2014/08/26,615125.89000000001,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4366.800361373720989
4540,CITGO Petroleum Corporation,"4401 Hwy 108, Lake Charles, LA",2014/08/26,563971.69999999995,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4366.800361373720989
4541,CITGO Petroleum Corporation,"4401 Hwy 108, Lake Charles, LA",2014/08/26,581786.15000000002,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4366.800361373720989
4547,Pioneer Americas LLC,"4205 Highway 75, St. Gabriel, LA",2014/08/26,459519.21999999997,1143,MPV Investments,-91.125208330000007,30.239722220000001,4258.128236156356252
